qasrl_id	sentence	worker_id	full_question	full_answer	question_start	question_aux	question_body	answer	untokenized sentence	target indices for untok sent
Wiki1k:wikinews:1093020:10:3	The trial was not yet over , however , as the jury was still considering an additional charge relating to another alleged attempted abduction .	Worker-7	What is the reason the trial was not yet over	the jury was still considering an additional charge relating to another alleged attempted abduction	What is the reason	_	the trial was not yet over	the jury was still considering an additional charge relating to another alleged attempted abduction	The trial was not yet over, however, as the jury was still considering an additional charge relating to another alleged attempted abduction.	2,10,12,16,20
Wiki1k:wikinews:1005448:5:2	This sounds counterintuitive , but it is the law . ''	Worker-7	What is contrasted with this sounding counterintuitive	it is the law	What is contrasted with	_	this sounding counterintuitive	it is the law	This sounds counterintuitive, but it is the law .  "	1,5
Wiki1k:wikinews:1005448:5:2	This sounds counterintuitive , but it is the law . ''	Worker-7	Despite what is is it the law	this sounds counterintuitive	Despite what	is	is it the law	this sounds counterintuitive	This sounds counterintuitive, but it is the law .  "	1,5
Wiki1k:wikinews:1166820:0:0	A 78-year-old male cyclist died yesterday after being hit by a car in the Scottish capital Edinburgh .	Worker-7	What is the reason a78-year-old male cyclist died	A cyclist died after being hit by a car after being hit by a car	What is the reason	_	a78-year-old male cyclist died	A cyclist died after being hit by a car after being hit by a car	A 78-year-old male cyclist died yesterday after being hit by a car in the Scottish capital Edinburgh.	4,8
Wiki1k:wikinews:1166820:0:0	A 78-year-old male cyclist died yesterday after being hit by a car in the Scottish capital Edinburgh .	Worker-7	After what did a 78-year-old male cyclist die yesterday	being hit by a car in the Scottish capital Edinburgh	After what	did	a 78-year-old male cyclist die yesterday	being hit by a car in the Scottish capital Edinburgh	A 78-year-old male cyclist died yesterday after being hit by a car in the Scottish capital Edinburgh.	4,8
Wiki1k:wikinews:1166820:0:0	A 78-year-old male cyclist died yesterday after being hit by a car in the Scottish capital Edinburgh .	Worker-7	In what manner did a 78-year-old male cyclist die	after being hit by a car	In what manner	did	a 78-year-old male cyclist die	after being hit by a car	A 78-year-old male cyclist died yesterday after being hit by a car in the Scottish capital Edinburgh.	4,8
Wiki1k:wikinews:1005571:0:0	Fernanda Lima , who has no previous connection to football or sport prior to her involvement as a FIFA 2014 World Cup presenter , appeared on stage wearing a gold dress with a plunging neckline and matching heels .	Worker-7	What is the reason fernanda Lima appeared on stage wearing a gold dress with a plunging neckline and matching heels	her involvement as a FIFA 2014 World Cup presenter	What is the reason	_	Fernanda Lima appeared on stage wearing a gold dress with a plunging neckline and matching heels	her involvement as a FIFA 2014 World Cup presenter	Fernanda Lima, who has no previous connection to football or sport prior to her involvement as a FIFA 2014 World Cup presenter, appeared on stage wearing a gold dress with a plunging neckline and matching heels.	3,10,22,25,31,34
Wiki1k:wikinews:1005571:0:0	Fernanda Lima , who has no previous connection to football or sport prior to her involvement as a FIFA 2014 World Cup presenter , appeared on stage wearing a gold dress with a plunging neckline and matching heels .	Worker-7	Before what did fernanda Lima have no previous connection to football or sport	her involvement as a FIFA 2014 World Cup presenter	Before what	did	Fernanda Lima have no previous connection to football or sport	her involvement as a FIFA 2014 World Cup presenter	Fernanda Lima, who has no previous connection to football or sport prior to her involvement as a FIFA 2014 World Cup presenter, appeared on stage wearing a gold dress with a plunging neckline and matching heels.	3,10,22,25,31,34
Wiki1k:wikinews:1005571:0:0	Fernanda Lima , who has no previous connection to football or sport prior to her involvement as a FIFA 2014 World Cup presenter , appeared on stage wearing a gold dress with a plunging neckline and matching heels .	Worker-7	In what manner did fernanda Lima appear on stage	wearing a gold dress with a plunging neckline and matching heels	In what manner	did	Fernanda Lima appear on stage	wearing a gold dress with a plunging neckline and matching heels	Fernanda Lima, who has no previous connection to football or sport prior to her involvement as a FIFA 2014 World Cup presenter, appeared on stage wearing a gold dress with a plunging neckline and matching heels.	3,10,22,25,31,34
Wiki1k:wikinews:1093020:10:4	That charge was dropped because of news coverage .	Worker-7	What is the result of news coverage	That charge was dropped	What is the result of	_	news coverage	That charge was dropped	That charge was dropped because of news coverage.	3,6
Wiki1k:wikinews:1093020:10:4	That charge was dropped because of news coverage .	Worker-7	What is the reason that charge was dropped	because of news coverage	What is the reason	_	that charge was dropped	because of news coverage	That charge was dropped because of news coverage.	3,6
Wiki1k:wikinews:1093020:1:1	... dock identification is a more important part of court procedure -LSB- in Scotland -RSB- and therefore pictures of the accused can not be published until the trial is over .	Worker-7	After what could pictures of the accused be published	the trial is over	After what	could	pictures of the accused be published	the trial is over	... dock identification is a more important part of court procedure -LSB- in Scotland -RSB- and therefore pictures of the accused cannot be published until the trial is over.	3,20,23,27
Wiki1k:wikinews:1093020:1:1	... dock identification is a more important part of court procedure -LSB- in Scotland -RSB- and therefore pictures of the accused can not be published until the trial is over .	Worker-7	What is the reason pictures of the accused cannot be published until the trial is over	dock identification is a more important part of court procedure -LSB- in Scotland -RSB	What is the reason	_	pictures of the accused cannot be published until the trial is over	dock identification is a more important part of court procedure -LSB- in Scotland -RSB	... dock identification is a more important part of court procedure -LSB- in Scotland -RSB- and therefore pictures of the accused cannot be published until the trial is over.	3,20,23,27
Wiki1k:wikinews:1166820:0:1	The accident occurred when the car hit the cyclist on the B800 road at approximately 1000 UTC yesterday .	Worker-7	After what did the accident occur	when the car hit the cyclist on the B800 road at approximately 1000 UTC yesterday	After what	did	the accident occur	when the car hit the cyclist on the B800 road at approximately 1000 UTC yesterday	The accident occurred when the car hit the cyclist on the B800 road at approximately 1000 UTC yesterday.	2,6
Wiki1k:wikinews:1005571:0:1	She stood alongside secretary general of FIFA Jérôme Valcke , Blatter and soccer greats including Uruguayan Alcides Ghiggia during the draw .	Worker-7	In what manner did she stand alongside secretary general of FIFA JÃ©rÃ´me Valcke, Blatter and soccer greats including Uruguayan Alcides Ghiggia	during the draw	In what manner	did	she stand alongside secretary general of FIFA Jérôme Valcke, Blatter and soccer greats including Uruguayan Alcides Ghiggia	during the draw	She stood alongside secretary general of FIFA JÃ©rÃ´me Valcke, Blatter and soccer greats including Uruguayan Alcides Ghiggia during the draw.	1,13
Wiki1k:wikinews:1166820:1:0	The driver of the car , a black Mercedes-Benz B-Class vehicle , was not injured in the incident and has reportedly been cooperating with police as they investigate .	Worker-7	What is the result of the incident	The driver of the car, a black Mercedes-Benz B-Class vehicle, was not injured	What is the result of	_	the incident	The driver of the car, a black Mercedes-Benz B-Class vehicle, was not injured	The driver of the car, a black Mercedes-Benz B-Class vehicle, was not injured in the incident and has reportedly been cooperating with police as they investigate.	12,20,25
Wiki1k:wikinews:1166820:1:0	The driver of the car , a black Mercedes-Benz B-Class vehicle , was not injured in the incident and has reportedly been cooperating with police as they investigate .	Worker-7	While what has the driver of the car been cooperating with police	as they investigate	While what	has	The driver of the car been cooperating with police	as they investigate	The driver of the car, a black Mercedes-Benz B-Class vehicle, was not injured in the incident and has reportedly been cooperating with police as they investigate.	12,20,25
Wiki1k:wikinews:1093020:1:2	Scottish judges consider it contempt to publish pictures of the accused . ''	Worker-7	What is an example of contempt	to publish pictures of the accused	What is an example of	_	contempt	to publish pictures of the accused	Scottish judges consider it contempt to publish pictures of the accused .  "	2,6,10
Wiki1k:wikinews:1005571:1:0	Casey Stoney , who was captain of the English women 's football team in the last Olympics told the Sunday Telegraph : `` Giving the job to a model has sent out completely the wrong message .	Worker-7	What is the result of giving the job to a model	sent out completely the wrong message	What is the result of	_	giving the job to a model	sent out completely the wrong message	Casey Stoney, who was captain of the English women\'s football team in the last Olympics told the Sunday Telegraph: " Giving the job to a model has sent out completely the wrong message.	3,15,20,27
Wiki1k:wikinews:1093020:1:3	Despite this , many sources , including the BBC , have named a person detained by police and published their photograph .	Worker-7	What is an example of sources naming a person detained by police and publishing their photograph	the BBC	What is an example of	_	sources naming a person detained by police and publishing their photograph	the BBC	Despite this, many sources, including the BBC, have named a person detained by police and published their photograph.	1,4,8,11,15
Wiki1k:wikinews:1093020:1:4	The BBC did this online , in addition to naming the detained individual on Radio 4 .	Worker-7	In what manner was the detained individual named	on Radio 4	In what manner	was	the detained individual named	on Radio 4	The BBC did this online, in addition to naming the detained individual on Radio 4.	2,8,10
Wiki1k:wikinews:1093020:1:4	The BBC did this online , in addition to naming the detained individual on Radio 4 .	Worker-7	In what manner did the BBC did this	online, in addition to naming the detained individual on Radio 4	In what manner	did	the BBC did this	online, in addition to naming the detained individual on Radio 4	The BBC did this online, in addition to naming the detained individual on Radio 4.	2,8,10
Wiki1k:wikinews:1005571:2:0	BBC broadcaster Jacqui Oatley , the first woman to be a Match of the Day commentator for the network , is quoted by the Sunday Telegraph as saying , `` What a missed opportunity .	Worker-7	In what manner is bBC broadcaster Jacqui Oatley, the first woman to be a Match of the Day commentator for the network, quoted by the Sunday Telegraph	as saying,  ""  What a missed opportunity	In what manner	is	BBC broadcaster Jacqui Oatley, the first woman to be a Match of the Day commentator for the network, quoted by the Sunday Telegraph	as saying,  ""  What a missed opportunity	BBC broadcaster Jacqui Oatley, the first woman to be a Match of the Day commentator for the network, is quoted by the Sunday Telegraph as saying, " What a missed opportunity.	8,19,25,29
Wiki1k:wikinews:1005571:2:2	Why not use her to showcase the best of Brazil and show some of her spectacular goals ? ''	Worker-7	What is the reason to use her	to showcase the best of Brazil and show some of her spectacular goals	What is the reason	_	to use her	to showcase the best of Brazil and show some of her spectacular goals	Why not use her to showcase the best of Brazil and show some of her spectacular goals?  "	2,5,11
Wiki1k:wikinews:1093020:2:0	Our correspondent is based in Scotland and has been advised by a lawyer not to identify anybody detained until they have appeared in court , even if they have been arrested and charged .	Worker-7	In what case has our correspondent been advised not to identify anybody detained	Our correspondent has been advised by a lawyer	In what case	has	Our correspondent been advised not to identify anybody detained	Our correspondent has been advised by a lawyer	Our correspondent is based in Scotland and has been advised by a lawyer not to identify anybody detained until they have appeared in court, even if they have been arrested and charged.	3,9,15,17,21,29,31
Wiki1k:wikinews:1093020:2:0	Our correspondent is based in Scotland and has been advised by a lawyer not to identify anybody detained until they have appeared in court , even if they have been arrested and charged .	Worker-7	Until when has our correspondent been advised by a lawyer not to identify anybody detained	until they have appeared in court, even if they have been arrested and charged	Until when	has	our correspondent been advised by a lawyer not to identify anybody detained	until they have appeared in court, even if they have been arrested and charged	Our correspondent is based in Scotland and has been advised by a lawyer not to identify anybody detained until they have appeared in court, even if they have been arrested and charged.	3,9,15,17,21,29,31
Wiki1k:wikinews:1005571:3:0	Christiano Jorge Santos , a Sao Paulo state prosecutor , announced prior to the draw he planned an investigation into FIFA and event organizer GEO Eventos following the related accusations of racism stemming from the selection of Lima as a presenter .	Worker-7	After what did christiano Jorge Santos, a Sao Paulo state prosecutor, plan an investigation into FIFA and event organizer GEO Eventos	the related accusations of racism stemming from the selection of Lima as a presenter	After what	did	Christiano Jorge Santos, a Sao Paulo state prosecutor, plan an investigation into FIFA and event organizer GEO Eventos	the related accusations of racism stemming from the selection of Lima as a presenter	Christiano Jorge Santos, a Sao Paulo state prosecutor, announced prior to the draw he planned an investigation into FIFA and event organizer GEO Eventos following the related accusations of racism stemming from the selection of Lima as a presenter.	8,14,24,30
Wiki1k:wikinews:1005571:3:0	Christiano Jorge Santos , a Sao Paulo state prosecutor , announced prior to the draw he planned an investigation into FIFA and event organizer GEO Eventos following the related accusations of racism stemming from the selection of Lima as a presenter .	Worker-7	Before what did christiano Jorge Santos, a Sao Paulo state prosecutor, announce he planned an investigation into FIFA and event organizer GEO Eventos	the draw	Before what	did	Christiano Jorge Santos, a Sao Paulo state prosecutor, announce he planned an investigation into FIFA and event organizer GEO Eventos	the draw	Christiano Jorge Santos, a Sao Paulo state prosecutor, announced prior to the draw he planned an investigation into FIFA and event organizer GEO Eventos following the related accusations of racism stemming from the selection of Lima as a presenter.	8,14,24,30
Wiki1k:wikinews:1005571:3:0	Christiano Jorge Santos , a Sao Paulo state prosecutor , announced prior to the draw he planned an investigation into FIFA and event organizer GEO Eventos following the related accusations of racism stemming from the selection of Lima as a presenter .	Worker-7	What is the reason for the related accusations of racism	the selection of Lima as a presenter	What is the reason	_	for the related accusations of racism	the selection of Lima as a presenter	Christiano Jorge Santos, a Sao Paulo state prosecutor, announced prior to the draw he planned an investigation into FIFA and event organizer GEO Eventos following the related accusations of racism stemming from the selection of Lima as a presenter.	8,14,24,30
Wiki1k:wikinews:1159073:5:0	The Contempt of Court Act 1981 is designed to prevent prejudicial material going in front of juries before trial .	Worker-7	What is the result of the Contempt of Court Act 1981	to prevent prejudicial material going in front of juries before trial	What is the result of	_	the Contempt of Court Act 1981	to prevent prejudicial material going in front of juries before trial	The Contempt of Court Act 1981 is designed to prevent prejudicial material going in front of juries before trial.	7,9,12,18
Wiki1k:wikinews:1159073:5:1	Although UK-wide legislation , the law is interpreted differently north of the border than in England and Wales .	Worker-7	In what manner is the law interpreted differently	north of the border than in England and Wales	In what manner	is	the law interpreted differently	north of the border than in England and Wales	Although UK-wide legislation, the law is interpreted differently north of the border than in England and Wales.	2,6
Wiki1k:wikinews:1159073:5:1	Although UK-wide legislation , the law is interpreted differently north of the border than in England and Wales .	Worker-7	Despite what is the law interpreted differently north of the border than in England and Wales	UK-wide legislation	Despite what	is	the law interpreted differently north of the border than in England and Wales	UK-wide legislation	Although UK-wide legislation, the law is interpreted differently north of the border than in England and Wales.	2,6
Wiki1k:wikinews:1005571:3:1	Suggestions were made that Lima was chosen because she was white .	Worker-7	What is the result of choosing Lima	Suggestions were made that Lima was chosen because she was white	What is the result of	_	choosing Lima	Suggestions were made that Lima was chosen because she was white	Suggestions were made that Lima was chosen because she was white.	2,6,9
Wiki1k:wikinews:1005571:3:1	Suggestions were made that Lima was chosen because she was white .	Worker-7	What is the reason suggestions were made that Lima was chosen	because she was white	What is the reason	_	Suggestions were made that Lima was chosen	because she was white	Suggestions were made that Lima was chosen because she was white.	2,6,9
Wiki1k:wikinews:1007264:0:0	The British government announced today that marriages in England and Wales between members of the same-sex will be conducted from March 29 of next year .	Worker-7	After what will marriages in England and Wales between members of the same-sex be conducted	March 29 of next year	After what	will	marriages in England and Wales between members of the same-sex be conducted	March 29 of next year	The British government announced today that marriages in England and Wales between members of the same-sex will be conducted from March 29 of next year.	3,18,24
Wiki1k:wikinews:1093020:3:0	The BBC College of Journalism advises Scottish legal advice be sought before publishing images of the accused .	Worker-7	What is the reason the BBC College of Journalism advises Scottish legal advice be sought	publishing images of the accused	What is the reason	_	the BBC College of Journalism advises Scottish legal advice be sought	publishing images of the accused	The BBC College of Journalism advises Scottish legal advice be sought before publishing images of the accused.	5,10,12,16
Wiki1k:wikinews:1093020:3:0	The BBC College of Journalism advises Scottish legal advice be sought before publishing images of the accused .	Worker-7	Before what does the BBC College of Journalism advise Scottish legal advice be sought	publishing images of the accused	Before what	does	the BBC College of Journalism advise Scottish legal advice be sought	publishing images of the accused	The BBC College of Journalism advises Scottish legal advice be sought before publishing images of the accused.	5,10,12,16
Wiki1k:wikinews:1093020:3:1	Channel 4 's Producer 's Handbook notes `` the law has tended to be interpreted more strictly in Scotland '' but does not advise on how so .	Worker-7	In what manner has the law been interpreted in Scotland	more strictly	In what manner	has	the law been interpreted in Scotland	more strictly	Channel 4\'s Producer\'s Handbook notes " the law has tended to be interpreted more strictly in Scotland " but does not advise on how so.	9,12,21
Wiki1k:wikinews:1007264:0:1	The change follows the passage of the Marriage -LRB- Same Sex Couples -RRB- Act earlier this year .	Worker-7	After what does the change follow	the passage of the Marriage Same Sex Couples Act earlier this year	After what	does	the change follow	the passage of the Marriage Same Sex Couples Act earlier this year	The change follows the passage of the Marriage -LRB- Same Sex Couples -RRB- Act earlier this year.	2,16
Wiki1k:wikinews:1093020:3:2	Images of arrested persons in high-profile cases are often published in cases south of the border .	Worker-7	In what case are images of arrested persons published	in high-profile cases south of the border	In what case	are	Images of arrested persons published	in high-profile cases south of the border	Images of arrested persons in high-profile cases are often published in cases south of the border.	2,9
Wiki1k:wikinews:1007264:1:0	The equalities minister Maria Miller said : `` Marriage is one of our most important institutions , and from 29 March 2014 it will be open to everyone , irrespective of whether they fall in love with someone of the same sex or opposite sex .	Worker-7	After what will marriage be open to everyone	29 March 2014	After what	will	marriage be open to everyone	29 March 2014	The equalities minister Maria Miller said: " Marriage is one of our most important institutions, and from 29 March 2014 it will be open to everyone, irrespective of whether they fall in love with someone of the same sex or opposite sex.	8,22,30,41
Wiki1k:wikinews:1007264:1:0	The equalities minister Maria Miller said : `` Marriage is one of our most important institutions , and from 29 March 2014 it will be open to everyone , irrespective of whether they fall in love with someone of the same sex or opposite sex .	Worker-7	In what manner will marriage be open to everyone	irrespective of whether they fall in love with someone of the same sex or opposite sex	In what manner	will	marriage be open to everyone	irrespective of whether they fall in love with someone of the same sex or opposite sex	The equalities minister Maria Miller said: " Marriage is one of our most important institutions, and from 29 March 2014 it will be open to everyone, irrespective of whether they fall in love with someone of the same sex or opposite sex.	8,22,30,41
Wiki1k:wikinews:1093020:4:0	Channel 4 is also amongst organisations to have named the detained person and put an image of them online .	Worker-7	What is an example of an organisation to have named the detained person and put an image of them online	Channel 4	What is an example of	_	an organisation to have named the detained person and put an image of them online	Channel 4	Channel 4 is also amongst organisations to have named the detained person and put an image of them online.	2,8,10,13
Wiki1k:wikinews:1007264:1:1	This is just another step in the evolution of marriage and I know that many couples up and down the country will be hugely excited that they can now plan for their big day and demonstrate their love and commitment to each other by getting married . ''	Worker-7	What is the reason that many couples up get married	they demonstrate their love and commitment to each other	What is the reason	_	that many couples up get married	they demonstrate their love and commitment to each other	This is just another step in the evolution of marriage and I know that many couples up and down the country will be hugely excited that they can now plan for their big day and demonstrate their love and commitment to each other by getting married .  "	1,12,29,35,45
Wiki1k:wikinews:1007264:1:1	This is just another step in the evolution of marriage and I know that many couples up and down the country will be hugely excited that they can now plan for their big day and demonstrate their love and commitment to each other by getting married . ''	Worker-7	What is the reason that many couples up and down the country will be hugely excited	they can now plan for their big day and demonstrate their love and commitment to each other by getting married	What is the reason	_	that many couples up and down the country will be hugely excited	they can now plan for their big day and demonstrate their love and commitment to each other by getting married	This is just another step in the evolution of marriage and I know that many couples up and down the country will be hugely excited that they can now plan for their big day and demonstrate their love and commitment to each other by getting married .  "	1,12,29,35,45
Wiki1k:wikinews:1007264:1:1	This is just another step in the evolution of marriage and I know that many couples up and down the country will be hugely excited that they can now plan for their big day and demonstrate their love and commitment to each other by getting married . ''	Worker-7	What is the result of another step in the evolution of marriage	many couples up and down the country now plan for their big day and demonstrate their love and commitment to each other by getting married	What is the result of	_	another step in the evolution of marriage	many couples up and down the country now plan for their big day and demonstrate their love and commitment to each other by getting married	This is just another step in the evolution of marriage and I know that many couples up and down the country will be hugely excited that they can now plan for their big day and demonstrate their love and commitment to each other by getting married .  "	1,12,29,35,45
Wiki1k:wikinews:1007264:2:0	The government have not given details of how couples already in a civil partnership will be able to convert to a marriage .	Worker-7	In what case hasn\'t the government given details	how couples already in a civil partnership will be able to convert to a marriage	In what case	hasn\'t	the government given details	how couples already in a civil partnership will be able to convert to a marriage	The government have not given details of how couples already in a civil partnership will be able to convert to a marriage.	2,4,15,18
Wiki1k:wikinews:1007264:2:1	The government are also working on arrangements for those who wish to change their legally recognised gender while married .	Worker-7	In what manner is the government working	on arrangements for those who wish to change their legally recognised gender while married	In what manner	is	The government working	on arrangements for those who wish to change their legally recognised gender while married	The government are also working on arrangements for those who wish to change their legally recognised gender while married.	2,4,10,15,18
Wiki1k:wikinews:1093020:4:1	Police announced last night that a body believed to be the missing child had been found in Fife and that an individual had been detained .	Worker-7	What is the reason an individual had been detained	Police announced last night that a body believed to be the missing child had been found in Fife	What is the reason	_	an individual had been detained	Police announced last night that a body believed to be the missing child had been found in Fife	Police announced last night that a body believed to be the missing child had been found in Fife and that an individual had been detained.	1,7,9,11,15,24
Wiki1k:wikinews:1093020:4:1	Police announced last night that a body believed to be the missing child had been found in Fife and that an individual had been detained .	Worker-7	What is the result of police finding a body believed to be the missing	an individual had been detained	What is the result of	_	police finding a body believed to be the missing	an individual had been detained	Police announced last night that a body believed to be the missing child had been found in Fife and that an individual had been detained.	1,7,9,11,15,24
Wiki1k:wikinews:1093020:4:2	The boy had been missing since Thursday morning although there was a possible sighting of him then .	Worker-7	Despite what has the boy been missing since Thursday morning	a possible sighting of him then	Despite what	has	the boy been missing since Thursday morning	a possible sighting of him then	The boy had been missing since Thursday morning although there was a possible sighting of him then.	4,6,10
Wiki1k:wikinews:1093020:4:2	The boy had been missing since Thursday morning although there was a possible sighting of him then .	Worker-7	Since when had the boy been missing	Thursday morning	Since when	_	had the boy been missing	Thursday morning	The boy had been missing since Thursday morning although there was a possible sighting of him then.	4,6,10
Wiki1k:wikinews:1093020:4:3	Hundreds of volunteers have assisted police searching the Scottish capital for the boy .	Worker-7	In what manner have hundreds of volunteers assisted police searching the Scottish capital	for the boy	In what manner	_	have hundreds of volunteers assisted police searching the Scottish capital	for the boy	Hundreds of volunteers have assisted police searching the Scottish capital for the boy.	4,6
Wiki1k:wikinews:1093020:4:3	Hundreds of volunteers have assisted police searching the Scottish capital for the boy .	Worker-7	What is the reason hundreds of volunteers have assisted police	searching the Scottish capital for the boy	What is the reason	_	hundreds of volunteers have assisted police	searching the Scottish capital for the boy	Hundreds of volunteers have assisted police searching the Scottish capital for the boy.	4,6
Wiki1k:wikinews:1009923:0:0	Wednesday was the first of three days for the body of former South African President Nelson Mandela to lie in state at the Union Buildings in Pretoria , at the same amphitheatre where he was inaugurated on May 10 , 1994 .	Worker-7	Until when did the body of former South African President Nelson Mandela to lie in state at the Union Buildings in Pretoria	three days	Until when	did	the body of former South African President Nelson Mandela to lie in state at the Union Buildings in Pretoria	three days	Wednesday was the first of three days for the body of former South African President Nelson Mandela to lie in state at the Union Buildings in Pretoria, at the same amphitheatre where he was inaugurated on May 10, 1994.	1,18,34
Wiki1k:wikinews:1009923:0:0	Wednesday was the first of three days for the body of former South African President Nelson Mandela to lie in state at the Union Buildings in Pretoria , at the same amphitheatre where he was inaugurated on May 10 , 1994 .	Worker-7	In what manner did the body of former South African President Nelson Mandela to lie in state	at the Union Buildings in Pretoria, at the same amphitheatre where he was inaugurated on May 10, 1994	In what manner	did	the body of former South African President Nelson Mandela to lie in state	at the Union Buildings in Pretoria, at the same amphitheatre where he was inaugurated on May 10, 1994	Wednesday was the first of three days for the body of former South African President Nelson Mandela to lie in state at the Union Buildings in Pretoria, at the same amphitheatre where he was inaugurated on May 10, 1994.	1,18,34
Wiki1k:wikinews:1093020:6:0	The Sun , which had offered a # 25,000 reward , named the person in an article on their website that included a photo .	Worker-7	In what manner did the Sun name the person	in an article on their website that included a photo	In what manner	did	The Sun name the person	in an article on their website that included a photo	The Sun, which had offered a #25,000 reward, named the person in an article on their website that included a photo.	4,8,18
Wiki1k:wikinews:1093020:6:0	The Sun , which had offered a # 25,000 reward , named the person in an article on their website that included a photo .	Worker-7	What is the result of the Sun offering a #25,000 reward	The Sun named the person in an article on their website that included a  photo photo	What is the result of	_	The Sun offering a #25,000 reward	The Sun named the person in an article on their website that included a  photo photo	The Sun, which had offered a #25,000 reward, named the person in an article on their website that included a photo.	4,8,18
Wiki1k:wikinews:1009923:0:1	The amphitheatre was renamed The Nelson Mandela Amphitheatre , by President Jacob Zuma at the Mandela memorial service held in FNB Stadium in Soweto on Tuesday .	Worker-7	In what manner was the amphitheatre renamed The Nelson Mandela Amphitheatre	by President Jacob Zuma at the Mandela memorial service held in FNB Stadium in Soweto on Tuesday	In what manner	was	the amphitheatre renamed The Nelson Mandela Amphitheatre	by President Jacob Zuma at the Mandela memorial service held in FNB Stadium in Soweto on Tuesday	The amphitheatre was renamed The Nelson Mandela Amphitheatre, by President Jacob Zuma at the Mandela memorial service held in FNB Stadium in Soweto on Tuesday.	3,17
Wiki1k:wikinews:1009923:0:1	The amphitheatre was renamed The Nelson Mandela Amphitheatre , by President Jacob Zuma at the Mandela memorial service held in FNB Stadium in Soweto on Tuesday .	Worker-7	What is the result of the Mandela memorial service held in FNB Stadium in Soweto on Tuesday	The amphitheatre was renamed The Nelson Mandela Amphitheatre	What is the result of	_	the Mandela memorial service held in FNB Stadium in Soweto on Tuesday	The amphitheatre was renamed The Nelson Mandela Amphitheatre	The amphitheatre was renamed The Nelson Mandela Amphitheatre, by President Jacob Zuma at the Mandela memorial service held in FNB Stadium in Soweto on Tuesday.	3,17
Wiki1k:wikinews:1009923:1:0	The weather for the memorial service on Tuesday was inclement , as the day was filled with rain and cold wind .	Worker-7	While what was the weather inclement	the memorial service on Tuesday	While what	was	the weather inclement	the memorial service on Tuesday	The weather for the memorial service on Tuesday was inclement, as the day was filled with rain and cold wind.	8,14
Wiki1k:wikinews:1009923:1:0	The weather for the memorial service on Tuesday was inclement , as the day was filled with rain and cold wind .	Worker-7	In what manner was the weather for the memorial service on Tuesday inclement	the day was filled with rain and cold wind	In what manner	was	the weather for the memorial service on Tuesday inclement	the day was filled with rain and cold wind	The weather for the memorial service on Tuesday was inclement, as the day was filled with rain and cold wind.	8,14
Wiki1k:wikinews:1093020:6:1	Both the photo and identifying information appeared on their homepage .	Worker-7	In what manner did the photo and identifying information appear	on their homepage	In what manner	did	the photo and identifying information appear	on their homepage	Both the photo and identifying information appeared on their homepage.	4,6
Wiki1k:wikinews:1009923:1:1	There were logistical `` glitches '' in ferrying the public to the stadium which resulted in long waiting times .	Worker-7	What is the reason there were long waiting times	There were logistical  ""  glitches  ""  in ferrying the public to the stadium	What is the reason	_	there were long waiting times	There were logistical  ""  glitches  ""  in ferrying the public to the stadium	There were logistical " glitches " in ferrying the public to the stadium which resulted in long waiting times.	1,7,14,17
Wiki1k:wikinews:1009923:1:1	There were logistical `` glitches '' in ferrying the public to the stadium which resulted in long waiting times .	Worker-7	What is the result of logistical  ""  glitches  ""  in ferrying the public to the stadium	long waiting times	What is the result of	_	logistical  ""  glitches  ""  in ferrying the public to the stadium	long waiting times	There were logistical " glitches " in ferrying the public to the stadium which resulted in long waiting times.	1,7,14,17
Wiki1k:wikinews:1093020:7:1	Unlike in England and Wales , where only the Attorney General can prosecute contempt of this sort , in Scotland the media organisations can be charged by an accused person .	Worker-7	In what manner can the media organisations be charged	by an accused person	In what manner	_	can the media organisations be charged	by an accused person	Unlike in England and Wales, where only the Attorney General can prosecute contempt of this sort, in Scotland the media organisations can be charged by an accused person.	11,23,26
Wiki1k:wikinews:1093020:7:1	Unlike in England and Wales , where only the Attorney General can prosecute contempt of this sort , in Scotland the media organisations can be charged by an accused person .	Worker-7	What is contrasted with england and Wales, where only the Attorney General can prosecute contempt of this sort	Scotland where the media organisations can be charged by an accused person	What is contrasted with	_	England and Wales, where only the Attorney General can prosecute contempt of this sort	Scotland where the media organisations can be charged by an accused person	Unlike in England and Wales, where only the Attorney General can prosecute contempt of this sort, in Scotland the media organisations can be charged by an accused person.	11,23,26
Wiki1k:wikinews:1009923:1:2	A less than expected attendance by the public resulted in a partially filled stadium .	Worker-7	What is the reason for a partially filled stadium	A less than expected attendance by the public	What is the reason	_	for a partially filled stadium	A less than expected attendance by the public	A less than expected attendance by the public resulted in a partially filled stadium.	3,12
Wiki1k:wikinews:1009923:1:2	A less than expected attendance by the public resulted in a partially filled stadium .	Worker-7	What is the result of a less than expected attendance by the public	a partially filled stadium	What is the result of	_	a less than expected attendance by the public	a partially filled stadium	A less than expected attendance by the public resulted in a partially filled stadium.	3,12
